image_filename,actual_label,selection_method
February_2008_288_1003063202-i00128_13.jpg,not_only_text_block,outlier
February_2008_288_1003063202-i00128_16.jpg,not_only_text_block,random
February_2008_288_1003063202-i00128_7.jpg,not_only_text_block,outlier
February_2008_288_1003063202-i00147_13.jpg,not_only_text_block,outlier
January_1994_165_1002942952-i00013_5.jpg,not_only_text_block,random
January_1994_165_1002942952-i00046_13.jpg,not_only_text_block,ambiguous
January_1994_165_1002942952-i00049_0.jpg,not_only_text_block,outlier
January_2007_280_001-197-197_16.jpg,not_only_text_block,outlier
July_1981_64_1002798189-i0086_1.jpg,not_only_text_block,outlier
July_1981_64_1002798189-i0086_3.jpg,not_only_text_block,outlier
July_1989_130_1003063063-i0076_1.jpg,not_only_text_block,outlier
July_1995_178_1003063099-i00011_13.jpg,not_only_text_block,ambiguous
July_1995_178_1003063099-i00011_15.jpg,not_only_text_block,ambiguous
July_1995_178_1003063099-i00011_2.jpg,not_only_text_block,outlier
July_2004_261_1003063177-i00140_1.jpg,not_only_text_block,ambiguous
July_2006_277_1003063192-i00131_1.jpg,not_only_text_block,random
June_1985_99_1002856824-i00086_10.jpg,not_only_text_block,ambiguous
June_1985_99_1002856824-i00086_13.jpg,not_only_text_block,random
June_1999_213_1003063130-i00087_23.jpg,not_only_text_block,ambiguous
March_2000_221_1003063138-i00045_9.jpg,not_only_text_block,random
May_1992_150_1003063078-i00069_9.jpg,not_only_text_block,random
May_2007_283_1003063197-i00005_2.jpg,not_only_text_block,ambiguous
May_2007_283_1003063197-i00044_0.jpg,not_only_text_block,ambiguous
November-December_2004_264_1003063180-i00103_1.jpg,not_only_text_block,outlier
November_1980_60_1002857616-i0016_13.jpg,not_only_text_block,outlier
November_1980_60_1002857616-i0100_4.jpg,not_only_text_block,outlier
November_1981_68_1002798188-i0064_6.jpg,not_only_text_block,ambiguous
November_1982_77_1003063015-i00088_10.jpg,not_only_text_block,outlier
November_1982_77_1003063015-i00088_12.jpg,not_only_text_block,outlier
November_1989_132_1003063065-i00109_3.jpg,not_only_text_block,outlier
November_1989_132_1003063065-i00109_5.jpg,not_only_text_block,outlier
November_2000_228_1003063145-i00047_3.jpg,not_only_text_block,random
November_2006_279_1003063194-i00073_9.jpg,not_only_text_block,outlier
November_2009_300_1003063206-i00108_13.jpg,not_only_text_block,random
October-November_2004_263_1003063179-i00008_7.jpg,not_only_text_block,ambiguous
October_1983_85_1003063020-i00115_23.jpg,not_only_text_block,random
October_1988_125_1003063059-i00036_0_7.jpg,not_only_text_block,ambiguous
October_1992_153_1003063081-i00029_7.jpg,not_only_text_block,ambiguous
October_1993_162_1003063088-i00063_10.jpg,not_only_text_block,ambiguous
September_1985_102_1003063036-i00075_11.jpg,not_only_text_block,random
September_1985_102_1003063036-i00075_15.jpg,not_only_text_block,outlier
September_1987_117_1003063051-i00119_4.jpg,not_only_text_block,ambiguous
